model_conditions,model_usage,covariate,Deriv,type1,type2,stat,year,prop,soil,depth_int,depth,top_depth,bot_depth
0,6,crosc_21m,Terrain,cross-sectional curvature,curvature,,2006-2009,Ca_150_200,Ca,150_200,150-200,150,200
0,0,crosc_21m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_21m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_21m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_21m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_21m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_21m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_21m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_21m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_21m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,crosc_230m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_230m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_230m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_230m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_230m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_230m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_230m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_230m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_230m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,crosc_2370m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_2370m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_2370m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_2370m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_2370m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_2370m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_2370m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_2370m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_2370m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,crosc_250m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_250m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_250m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_250m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_250m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_250m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_250m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_250m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_250m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,crosc_2550m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_2550m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_2550m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_2550m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_2550m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_2550m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_2550m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_2550m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_2550m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,crosc_270m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_270m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_270m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_270m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_270m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_270m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_270m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_270m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_270m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,crosc_2730m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_2730m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_2730m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_2730m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_2730m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_2730m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_2730m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_2730m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_2730m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,crosc_27m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_27m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_27m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_27m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_27m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_27m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_27m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_27m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_27m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,crosc_290m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_290m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_290m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_290m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_290m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_290m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_290m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_290m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_290m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,crosc_2910m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_2910m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_2910m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_2910m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_2910m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_2910m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_2910m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_2910m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_2910m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,crosc_3090m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_3090m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_3090m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_3090m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_3090m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_3090m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_3090m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_3090m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_3090m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,crosc_310m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_310m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_310m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_310m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_310m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_310m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_310m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_310m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_310m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,crosc_3270m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_3270m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_3270m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_3270m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_3270m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_3270m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_3270m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_3270m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_3270m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,crosc_330m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_330m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_330m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_330m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_330m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_330m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_330m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_330m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_330m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
11,5,crosc_33m,Terrain,cross-sectional curvature,curvature,,2006-2009,cf_5_15,cf,5_15,`5-15,5,15
0,0,crosc_33m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_33m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_33m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_33m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_33m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_33m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_33m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_33m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_33m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,crosc_3450m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_3450m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_3450m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_3450m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_3450m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_3450m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_3450m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_3450m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_3450m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,crosc_350m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_350m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_350m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_350m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_350m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_350m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_350m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_350m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_350m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,crosc_3630m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_3630m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_3630m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_3630m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_3630m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_3630m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_3630m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_3630m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_3630m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,crosc_370m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_370m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_370m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_370m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_370m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_370m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_370m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_370m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_370m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,crosc_3810m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_3810m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_3810m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_3810m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_3810m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_3810m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_3810m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_3810m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
